Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
28665,35.0,Finance,16,4.0,1.0,Male,2,3,2,L,Y,H,Accountant,9881.0,4.0,Yes,16.0,2.0,L,8.0,N,2.0,8.0,5.0,3.0,7.0,85
28711,33.0,Sales,6,3.0,2.0,Male,2,2,4,H,N,H,Sales Executive,4682.0,3.0,No,14.0,3.0,H,9.0,Y,2.0,7.0,7.0,0.0,1.0,67
28766,34.0,Research and Development,10,4.0,3.0,Female,2,2,2,H,N,H,Research and Design Specialists,4505.0,6.0,No,15.0,3.0,H,12.0,N,3.0,1.0,0.0,0.0,0.0,65
28860,35.0,Research and Development,16,4.0,1.0,Male,2,1,2,L,N,H,Research and Design Specialists,4930.0,1.0,Yes,14.0,3.0,H,6.0,Y,4.0,5.0,4.0,1.0,4.0,85
28892,38.0,Research and Development,3,1.0,3.0,Female,3,1,4,H,N,H,Research and Design Specialists,2619.0,1.0,No,17.0,4.0,L,8.0,Y,2.0,0.0,0.0,0.0,0.0,64
28899,45.0,Research and Development,9,4.0,4.0,Male,3,2,2,H,Y,H,Research and Design Specialists,3697.0,9.0,No,14.0,1.0,L,12.0,Y,3.0,10.0,9.0,9.0,8.0,59
29033,36.0,Production,1,2.0,3.0,Male,4,2,1,L,N,L,Machinists,2571.0,6.0,No,17.0,3.0,H,17.0,N,3.0,5.0,2.0,0.0,3.0,32
29042,45.0,Sales,2,3.0,1.0,Female,1,5,2,H,Y,H,Manager,18824.0,2.0,Yes,16.0,1.0,L,26.0,Y,3.0,24.0,10.0,1.0,11.0,50
29120,55.0,Research and Development,9,1.0,4.0,Male,3,3,3,H,Y,H,Manufacturing Director,10976.0,2.0,No,18.0,2.0,H,23.0,Y,3.0,3.0,2.0,1.0,2.0,75
29196,29.0,Production,25,1.0,2.0,Female,3,1,1,H,Y,L,Machinists,3131.0,6.0,No,13.0,1.0,L,10.0,N,3.0,10.0,8.0,0.0,8.0,47
29220,29.0,Sales,8,3.0,1.0,Female,3,2,2,H,Y,H,Sales Executive,5765.0,2.0,No,11.0,1.0,H,7.0,Y,1.0,5.0,3.0,0.0,0.0,57
29222,42.0,Production,1,4.0,2.0,Female,3,1,2,H,N,H,Machinists,2576.0,3.0,No,16.0,2.0,H,8.0,Y,3.0,5.0,2.0,1.0,2.0,62
29280,35.0,Production,20,1.0,4.0,Male,4,1,2,H,Y,H,Machinists,2269.0,1.0,No,19.0,4.0,H,1.0,Y,3.0,1.0,0.0,0.0,1.0,69
29367,26.0,Production,6,3.0,3.0,Male,3,1,2,L,Y,H,Machinists,2867.0,4.0,No,13.0,4.0,L,8.0,Y,2.0,7.0,7.0,7.0,6.0,60
29419,38.0,Sales,3,3.0,3.0,Male,3,2,3,H,N,H,Sales Executive,9924.0,6.0,No,11.0,4.0,H,10.0,Y,3.0,9.0,8.0,7.0,7.0,76
29467,32.0,Sales,22,2.0,1.0,Male,1,2,1,L,Y,L,Sales Executive,6735.0,8.0,No,15.0,2.0,L,10.0,N,3.0,0.0,0.0,0.0,0.0,29
29500,42.0,Research and Development,25,3.0,3.0,Male,4,1,2,L,N,L,Research and Design Specialists,2759.0,4.0,Yes,12.0,4.0,L,7.0,N,3.0,2.0,2.0,2.0,2.0,42
29562,55.0,Research and Development,9,4.0,3.0,Male,4,5,2,H,N,H,Research Director,18722.0,8.0,No,11.0,4.0,L,36.0,Y,3.0,24.0,15.0,2.0,15.0,59
29681,26.0,Finance,17,3.0,1.0,Male,3,3,2,L,Y,L,Accountant,8281.0,7.0,No,19.0,2.0,L,9.0,N,1.0,9.0,6.0,2.0,5.0,75
29747,48.0,Research and Development,25,4.0,3.0,Female,3,1,2,H,Y,H,Research and Design Specialists,2367.0,2.0,No,12.0,4.0,H,10.0,Y,2.0,8.0,2.0,7.0,6.0,54
29776,32.0,Finance,14,3.0,2.0,Male,2,3,1,L,N,H,Accountant,9133.0,6.0,Yes,15.0,3.0,H,8.0,N,2.0,7.0,2.0,3.0,7.0,37
29793,20.0,Research and Development,6,3.0,4.0,Female,2,1,2,L,N,L,Research and Design Specialists,2600.0,5.0,Yes,15.0,1.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,36
29799,30.0,Production,20,3.0,4.0,Male,1,1,2,H,Y,H,Machinists,3833.0,6.0,No,21.0,3.0,H,7.0,Y,3.0,2.0,2.0,0.0,2.0,73
29911,32.0,Finance,21,3.0,1.0,Male,3,2,2,L,Y,L,Accountant,8255.0,1.0,Yes,15.0,4.0,L,10.0,N,2.0,3.0,4.0,1.0,7.0,56
29954,40.0,Research and Development,2,2.0,1.0,Male,3,5,2,H,N,H,Research Director,19436.0,0.0,No,19.0,4.0,H,22.0,Y,3.0,21.0,7.0,3.0,9.0,66
29966,47.0,Human Resources,4,4.0,4.0,Female,3,5,1,L,Y,H,Manager,19658.0,3.0,No,11.0,3.0,L,27.0,N,3.0,5.0,2.0,1.0,0.0,34
29998,29.0,Sales,6,3.0,3.0,Female,3,1,4,H,Y,H,Customercare Representative,2157.0,3.0,No,15.0,2.0,L,3.0,Y,3.0,3.0,1.0,0.0,2.0,63
30033,38.0,Finance,2,3.0,1.0,Female,3,3,2,L,Y,L,Accountant,8923.0,3.0,No,19.0,2.0,H,7.0,N,1.0,10.0,7.0,1.0,7.0,58
30034,36.0,Production,4,3.0,1.0,Male,3,2,1,H,N,L,Machinists,4834.0,8.0,No,14.0,2.0,L,9.0,N,2.0,1.0,0.0,0.0,0.0,35
30108,54.0,Research and Development,9,4.0,4.0,Female,3,2,1,L,N,L,Manufacturing Director,5485.0,8.0,Yes,11.0,2.0,L,9.0,N,3.0,5.0,3.0,1.0,4.0,47
30137,27.0,Research and Development,15,3.0,4.0,Female,3,1,2,H,N,L,Research and Design Specialists,2279.0,1.0,No,16.0,4.0,L,7.0,Y,2.0,7.0,7.0,0.0,3.0,59
30139,42.0,IT Support,9,2.0,3.0,Male,2,3,1,L,N,H,Research and Design Specialists,6830.0,8.0,No,17.0,1.0,H,9.0,Y,2.0,10.0,4.0,2.0,2.0,71
30188,31.0,Research and Development,3,3.0,4.0,Female,3,1,1,H,N,L,Research and Design Specialists,4084.0,3.0,No,12.0,1.0,L,7.0,N,1.0,7.0,2.0,7.0,7.0,26
30233,26.0,Sales,23,3.0,4.0,Male,2,2,2,L,N,L,Sales Executive,5326.0,5.0,No,17.0,3.0,L,6.0,N,2.0,4.0,3.0,1.0,2.0,41
30270,32.0,Research and Development,19,5.0,3.0,Male,3,1,2,H,Y,H,Research and Design Specialists,3038.0,3.0,No,20.0,1.0,H,8.0,Y,3.0,5.0,4.0,1.0,4.0,70
30283,33.0,Sales,22,3.0,4.0,Female,3,1,1,L,Y,L,Sales Representative,2851.0,1.0,Yes,13.0,2.0,L,1.0,N,3.0,1.0,0.0,0.0,0.0,38
30307,39.0,Production,14,3.0,4.0,Male,3,1,1,H,N,L,Machinists,2404.0,7.0,Yes,21.0,4.0,L,8.0,N,1.0,2.0,2.0,2.0,2.0,37
30320,41.0,Sales,7,2.0,4.0,Male,3,3,2,L,N,H,Sales Executive,7082.0,9.0,Yes,16.0,4.0,L,21.0,N,3.0,2.0,0.0,0.0,2.0,41
30353,46.0,Research and Development,9,3.0,1.0,Male,3,4,2,H,N,H,Research Director,17861.0,6.0,No,13.0,3.0,L,26.0,Y,1.0,3.0,2.0,0.0,1.0,53
30356,38.0,Production,17,2.0,4.0,Female,3,1,1,L,N,H,Machinists,3306.0,2.0,No,19.0,4.0,L,7.0,Y,2.0,0.0,0.0,0.0,0.0,56
30527,32.0,Finance,3,4.0,1.0,Male,2,3,1,L,Y,H,Accountant,9512.0,8.0,No,18.0,1.0,L,8.0,Y,1.0,3.0,2.0,3.0,2.0,69
30534,42.0,Finance,21,3.0,1.0,Male,2,3,2,L,N,H,Accountant,9912.0,7.0,No,20.0,2.0,H,5.0,N,1.0,7.0,6.0,2.0,6.0,25
30555,55.0,Production,1,3.0,2.0,Male,4,3,1,L,N,H,Production Supervisors,6812.0,2.0,Yes,18.0,4.0,H,7.0,Y,2.0,3.0,4.0,1.0,2.0,34
30607,27.0,Production,11,4.0,1.0,Female,3,2,4,L,N,L,Production Supervisors,5435.0,1.0,No,18.0,4.0,L,9.0,N,1.0,6.0,6.0,1.0,4.0,35
30623,34.0,Finance,13,3.0,2.0,Male,3,3,1,L,N,L,Accountant,9629.0,2.0,Yes,15.0,3.0,H,6.0,Y,2.0,9.0,2.0,3.0,4.0,36
30673,44.0,Production,17,3.0,3.0,Male,2,1,1,L,Y,H,Machinists,3162.0,9.0,No,14.0,4.0,H,7.0,Y,3.0,5.0,2.0,0.0,3.0,55
30749,37.0,Research and Development,3,3.0,3.0,Male,3,3,1,H,N,H,Manufacturing Director,9434.0,8.0,No,15.0,3.0,L,10.0,Y,3.0,10.0,7.0,7.0,8.0,58
30792,32.0,Research and Development,1,4.0,4.0,Male,3,2,2,H,N,H,Research and Design Specialists,4087.0,7.0,No,14.0,2.0,H,9.0,Y,2.0,6.0,5.0,1.0,2.0,57
30800,49.0,Research and Development,18,1.0,3.0,Female,2,4,1,L,Y,H,Customercare Representative,13966.0,3.0,Yes,19.0,2.0,L,30.0,N,3.0,15.0,11.0,2.0,12.0,47
30855,50.0,IT Support,17,4.0,1.0,Male,4,5,1,L,N,H,IT specialists,10492.0,3.0,No,19.0,3.0,H,7.0,N,2.0,9.0,3.0,1.0,5.0,41
30888,33.0,Research and Development,2,3.0,4.0,Female,3,1,2,L,N,L,Research and Design Specialists,2756.0,1.0,No,13.0,4.0,L,8.0,N,3.0,8.0,7.0,1.0,6.0,41
30940,52.0,Research and Development,5,3.0,4.0,Male,2,3,2,H,N,H,Manufacturing Director,7969.0,2.0,Yes,14.0,3.0,H,28.0,Y,3.0,5.0,4.0,0.0,4.0,61
30949,41.0,Sales,2,2.0,3.0,Male,1,2,4,H,Y,H,Sales Executive,6151.0,9.0,No,13.0,1.0,L,19.0,Y,3.0,19.0,2.0,11.0,9.0,67
30963,19.0,Production,20,3.0,2.0,Male,2,1,2,L,Y,L,Machinists,1102.0,1.0,No,22.0,3.0,L,1.0,N,2.0,1.0,0.0,1.0,0.0,49
31036,37.0,Research and Development,9,3.0,1.0,Male,3,2,2,H,N,H,Research and Design Specialists,4285.0,9.0,No,17.0,1.0,H,10.0,Y,3.0,10.0,8.0,3.0,7.0,66
31041,42.0,Production,2,2.0,1.0,Female,3,1,1,H,N,H,Machinists,3673.0,2.0,No,13.0,3.0,H,12.0,Y,3.0,12.0,9.0,5.0,8.0,55
31049,30.0,Research and Development,17,3.0,3.0,Male,4,2,1,L,Y,L,Customercare Representative,5294.0,8.0,No,16.0,3.0,L,10.0,N,3.0,7.0,0.0,1.0,7.0,20
31052,50.0,Finance,11,4.0,2.0,Male,3,3,1,L,Y,H,Accountant,9819.0,9.0,Yes,15.0,2.0,L,9.0,N,2.0,4.0,6.0,3.0,5.0,69
31110,39.0,Sales,20,4.0,2.0,Male,3,4,4,L,Y,H,Sales Executive,13341.0,6.0,No,12.0,1.0,L,21.0,Y,3.0,20.0,8.0,11.0,10.0,80
31134,34.0,Sales,22,2.0,4.0,Female,1,1,2,H,N,H,Sales Manager,2351.0,0.0,No,16.0,4.0,L,3.0,Y,2.0,2.0,2.0,1.0,0.0,52
31183,30.0,Finance,23,4.0,2.0,Male,3,3,4,H,N,H,Accountant,8400.0,9.0,No,15.0,3.0,L,9.0,N,1.0,9.0,2.0,3.0,5.0,36
31444,40.0,Research and Development,16,4.0,3.0,Male,2,1,2,L,Y,H,Research and Design Specialists,2809.0,6.0,No,14.0,4.0,L,8.0,Y,3.0,2.0,2.0,2.0,2.0,59
31472,49.0,Sales,14,4.0,4.0,Male,2,4,2,L,Y,H,Sales Executive,13120.0,3.0,No,17.0,2.0,H,22.0,Y,3.0,9.0,8.0,2.0,3.0,72
31492,35.0,Production,11,3.0,2.0,Male,3,1,2,L,N,L,Machinists,3917.0,7.0,No,20.0,1.0,L,3.0,N,2.0,3.0,2.0,1.0,2.0,41
31515,43.0,Sales,8,2.0,3.0,Male,3,4,2,H,N,H,Manager,16959.0,1.0,Yes,12.0,4.0,L,25.0,Y,4.0,25.0,12.0,4.0,12.0,59
31518,43.0,Research and Development,22,4.0,3.0,Female,3,2,2,H,N,H,Customercare Representative,4522.0,4.0,Yes,14.0,4.0,L,8.0,Y,3.0,5.0,2.0,0.0,2.0,57
31558,48.0,Sales,23,1.0,1.0,Female,3,3,2,H,N,H,Manager,12504.0,3.0,No,21.0,2.0,L,15.0,Y,1.0,0.0,0.0,0.0,0.0,52
31582,20.0,Sales,16,3.0,3.0,Female,2,1,4,H,Y,H,Customercare Representative,2044.0,9.0,No,13.0,4.0,L,2.0,Y,2.0,2.0,2.0,0.0,2.0,67
31585,54.0,Finance,19,3.0,2.0,Male,2,2,1,L,Y,L,Accountant,9225.0,5.0,No,17.0,2.0,L,10.0,Y,3.0,2.0,3.0,1.0,3.0,79
31641,31.0,Sales,13,4.0,4.0,Female,3,3,2,L,N,H,Sales Executive,9852.0,8.0,Yes,19.0,1.0,L,10.0,Y,2.0,10.0,8.0,9.0,6.0,61
31709,45.0,Research and Development,15,3.0,3.0,Male,3,1,1,L,N,L,Research and Design Specialists,3452.0,5.0,No,13.0,2.0,L,9.0,N,2.0,6.0,5.0,0.0,3.0,39
31764,47.0,Sales,16,3.0,3.0,Male,1,4,2,L,Y,H,Sales Executive,12936.0,2.0,No,11.0,3.0,L,25.0,Y,1.0,23.0,5.0,14.0,10.0,50
31794,53.0,Research and Development,3,4.0,3.0,Male,3,4,2,H,Y,L,Research Director,17584.0,3.0,Yes,16.0,4.0,H,21.0,Y,2.0,5.0,3.0,1.0,3.0,61
31886,39.0,Finance,19,4.0,1.0,Female,3,2,2,H,N,H,Accountant,9023.0,8.0,Yes,19.0,1.0,H,9.0,N,2.0,8.0,3.0,2.0,4.0,45
31902,42.0,Research and Development,6,4.0,2.0,Female,4,2,2,H,N,L,Research and Design Specialists,2372.0,7.0,Yes,16.0,4.0,H,18.0,N,3.0,1.0,0.0,0.0,0.0,46
32026,37.0,IT Support,20,4.0,2.0,Male,3,2,2,L,Y,H,IT specialists,8648.0,5.0,No,16.0,4.0,L,8.0,Y,3.0,3.0,7.0,1.0,7.0,65
32110,25.0,Sales,6,1.0,1.0,Male,4,2,2,H,Y,H,Sales Executive,6232.0,4.0,No,11.0,2.0,H,6.0,Y,2.0,3.0,2.0,1.0,2.0,61
32124,32.0,Sales,23,3.0,4.0,Male,2,2,2,H,Y,L,Sales Executive,5484.0,1.0,No,14.0,3.0,L,13.0,Y,2.0,13.0,8.0,4.0,8.0,57
32167,36.0,Research and Development,14,3.0,3.0,Female,1,3,1,L,N,H,Manufacturing Director,10252.0,1.0,Yes,21.0,3.0,L,17.0,Y,3.0,7.0,7.0,7.0,7.0,55
32169,31.0,Finance,11,4.0,2.0,Male,3,2,1,H,Y,H,Accountant,9799.0,3.0,Yes,20.0,1.0,L,9.0,Y,3.0,10.0,5.0,3.0,4.0,78
32170,37.0,Research and Development,3,4.0,1.0,Male,2,2,2,H,N,H,Manufacturing Director,5993.0,1.0,No,18.0,3.0,H,7.0,Y,4.0,7.0,5.0,0.0,7.0,66
32232,34.0,Research and Development,6,4.0,2.0,Male,3,2,1,H,N,H,Research and Design Specialists,5484.0,1.0,No,17.0,2.0,H,9.0,Y,2.0,2.0,2.0,2.0,1.0,56
32242,43.0,Research and Development,1,3.0,1.0,Female,3,2,2,H,Y,H,Manufacturing Director,4765.0,3.0,No,21.0,3.0,L,4.0,Y,4.0,1.0,0.0,0.0,0.0,68
32544,45.0,Sales,20,3.0,4.0,Male,3,2,1,H,N,H,Sales Executive,4805.0,0.0,No,19.0,2.0,L,9.0,Y,4.0,8.0,7.0,3.0,7.0,58
32595,32.0,IT Support,2,3.0,1.0,Male,4,4,4,L,N,H,IT specialists,6861.0,7.0,No,18.0,4.0,H,7.0,N,3.0,3.0,4.0,2.0,5.0,37
32884,32.0,Research and Development,13,3.0,2.0,Male,3,2,4,L,N,H,Research and Design Specialists,6220.0,1.0,No,17.0,2.0,L,10.0,Y,3.0,10.0,4.0,0.0,9.0,34
33326,33.0,Finance,8,4.0,2.0,Male,3,2,1,L,N,H,Accountant,9847.0,2.0,Yes,19.0,2.0,L,8.0,Y,2.0,4.0,3.0,3.0,4.0,45
33334,32.0,Sales,17,4.0,4.0,Male,1,3,2,L,Y,H,Sales Executive,10400.0,1.0,No,11.0,3.0,L,14.0,N,2.0,14.0,8.0,9.0,8.0,48
33400,39.0,Research and Development,22,2.0,1.0,Male,3,2,3,L,Y,H,Manufacturing Director,5151.0,9.0,No,25.0,4.0,L,10.0,Y,3.0,10.0,0.0,7.0,9.0,71
33424,45.0,Finance,8,3.0,1.0,Female,2,2,2,L,N,H,Accountant,9209.0,9.0,Yes,16.0,3.0,L,8.0,N,2.0,4.0,5.0,3.0,3.0,25
33431,33.0,Finance,6,3.0,1.0,Female,3,3,2,L,N,H,Accountant,8676.0,3.0,Yes,19.0,4.0,L,6.0,N,1.0,9.0,7.0,2.0,3.0,36
33473,30.0,Sales,4,3.0,3.0,Male,2,2,1,L,Y,H,Sales Executive,6578.0,4.0,No,18.0,1.0,L,10.0,Y,3.0,10.0,3.0,1.0,4.0,55
33502,28.0,Research and Development,3,2.0,2.0,Male,4,2,1,L,Y,L,Customercare Representative,5661.0,0.0,No,19.0,3.0,L,9.0,N,3.0,8.0,3.0,0.0,7.0,38
33540,31.0,Sales,2,2.0,3.0,Female,3,2,1,L,N,H,Sales Executive,6583.0,1.0,Yes,11.0,4.0,L,8.0,N,3.0,5.0,2.0,1.0,4.0,47
33646,51.0,Finance,4,3.0,2.0,Male,3,1,1,H,Y,H,IT specialists,8160.0,3.0,No,19.0,4.0,L,9.0,Y,3.0,5.0,6.0,1.0,2.0,76
33674,31.0,Finance,21,3.0,1.0,Male,2,3,2,L,Y,L,Accountant,9556.0,5.0,Yes,16.0,2.0,L,9.0,Y,2.0,7.0,7.0,2.0,2.0,58
33736,31.0,Research and Development,6,2.0,3.0,Female,2,3,2,H,N,H,Manufacturing Director,8943.0,1.0,No,24.0,1.0,H,10.0,Y,3.0,10.0,9.0,8.0,9.0,66
33757,46.0,Research and Development,6,4.0,4.0,Male,3,3,4,H,N,H,Customercare Representative,9396.0,7.0,No,16.0,3.0,H,17.0,Y,3.0,4.0,2.0,0.0,3.0,65
33807,53.0,IT Support,19,4.0,1.0,Male,2,4,1,L,N,H,IT specialists,10075.0,3.0,Yes,16.0,2.0,H,10.0,N,1.0,2.0,6.0,2.0,7.0,30
33834,42.0,Research and Development,16,2.0,3.0,Female,3,2,1,H,N,H,Manufacturing Director,5265.0,2.0,No,16.0,2.0,L,11.0,Y,3.0,5.0,3.0,0.0,2.0,55
33835,41.0,Production,12,4.0,2.0,Male,3,1,2,H,N,L,Machinists,4766.0,4.0,Yes,11.0,1.0,L,6.0,N,3.0,1.0,0.0,0.0,0.0,49
33879,29.0,Production,8,1.0,1.0,Female,2,1,2,H,Y,H,Machinists,2532.0,1.0,No,14.0,3.0,L,8.0,Y,3.0,4.0,3.0,0.0,3.0,62
33910,47.0,Finance,22,3.0,2.0,Male,2,2,2,L,N,H,Accountant,9017.0,1.0,Yes,18.0,3.0,H,6.0,Y,1.0,8.0,3.0,3.0,7.0,33
33963,38.0,Sales,17,3.0,3.0,Female,3,2,4,L,Y,H,Sales Executive,5666.0,9.0,Yes,13.0,2.0,L,6.0,Y,3.0,5.0,3.0,1.0,3.0,63
33997,23.0,Research and Development,2,3.0,1.0,Male,4,1,1,L,N,L,Research and Design Specialists,2819.0,2.0,No,16.0,1.0,L,5.0,N,4.0,3.0,2.0,0.0,2.0,37
34021,38.0,Sales,10,4.0,2.0,Male,3,2,1,L,Y,H,Sales Executive,6861.0,4.0,Yes,12.0,3.0,L,19.0,Y,3.0,1.0,0.0,0.0,0.0,58
34105,37.0,IT Support,24,3.0,1.0,Male,3,3,4,L,Y,H,IT specialists,7110.0,6.0,No,20.0,3.0,H,6.0,Y,2.0,10.0,7.0,1.0,5.0,54
34148,31.0,Finance,17,3.0,2.0,Male,3,2,2,L,N,H,Accountant,9339.0,9.0,No,17.0,4.0,H,9.0,Y,3.0,2.0,2.0,1.0,7.0,39
34158,38.0,Research and Development,14,2.0,1.0,Female,2,3,2,L,N,H,Research Director,12061.0,3.0,No,17.0,3.0,L,19.0,N,3.0,10.0,8.0,0.0,1.0,48
34222,44.0,Finance,21,3.0,1.0,Male,2,2,2,L,Y,H,Accountant,9979.0,7.0,No,17.0,1.0,L,7.0,Y,1.0,8.0,5.0,1.0,7.0,85
34266,40.0,Production,8,3.0,1.0,Male,2,4,4,L,N,H,Production Supervisors,6572.0,8.0,Yes,17.0,4.0,H,7.0,Y,3.0,6.0,3.0,3.0,5.0,33
34371,31.0,Research and Development,7,4.0,2.0,Male,3,3,2,H,N,H,Research Director,13675.0,9.0,No,12.0,1.0,H,9.0,Y,3.0,2.0,2.0,2.0,2.0,68
34661,34.0,Research and Development,6,4.0,3.0,Female,3,2,2,H,N,H,Customercare Representative,6687.0,1.0,No,11.0,4.0,L,14.0,Y,4.0,14.0,11.0,4.0,11.0,60
34787,44.0,Finance,23,3.0,2.0,Female,3,2,1,L,N,H,Accountant,9083.0,1.0,Yes,19.0,4.0,H,8.0,Y,1.0,7.0,3.0,1.0,6.0,38
34855,48.0,Research and Development,19,4.0,3.0,Male,2,3,4,L,Y,H,Customercare Representative,10999.0,1.0,No,14.0,2.0,L,27.0,Y,3.0,15.0,11.0,4.0,8.0,69
34891,32.0,Sales,15,2.0,3.0,Female,2,2,1,L,Y,L,Sales Executive,5228.0,1.0,Yes,11.0,4.0,L,13.0,N,3.0,13.0,12.0,11.0,9.0,35
34986,31.0,Sales,21,2.0,1.0,Male,3,3,2,H,N,H,Sales Executive,10793.0,4.0,No,18.0,1.0,H,13.0,Y,3.0,13.0,7.0,9.0,9.0,61
35086,37.0,Finance,9,4.0,1.0,Male,2,3,2,L,N,H,Accountant,9670.0,8.0,Yes,19.0,2.0,L,8.0,N,1.0,10.0,2.0,2.0,2.0,34
35219,34.0,Sales,16,4.0,3.0,Female,3,1,2,H,N,H,Sales Representative,2231.0,6.0,No,18.0,4.0,H,6.0,Y,3.0,4.0,3.0,1.0,2.0,66
35341,27.0,Research and Development,12,3.0,2.0,Female,3,1,4,L,Y,H,Research and Design Specialists,2318.0,4.0,No,19.0,3.0,L,1.0,Y,3.0,1.0,1.0,0.0,0.0,64
35351,53.0,Sales,23,4.0,1.0,Male,3,3,2,L,N,H,Sales Executive,10448.0,9.0,Yes,13.0,2.0,H,15.0,N,2.0,2.0,2.0,2.0,2.0,24
35379,50.0,Research and Development,25,5.0,3.0,Male,1,4,2,L,N,H,Research Director,14411.0,1.0,Yes,13.0,4.0,H,32.0,Y,3.0,32.0,6.0,13.0,9.0,54
35469,60.0,Sales,21,4.0,1.0,Male,3,2,1,L,N,L,Sales Executive,5405.0,6.0,No,14.0,4.0,L,10.0,N,3.0,2.0,2.0,2.0,2.0,32
35510,25.0,Research and Development,14,2.0,2.0,Male,4,2,2,H,N,H,Customercare Representative,4000.0,1.0,No,12.0,4.0,L,6.0,Y,3.0,6.0,3.0,1.0,5.0,60
35814,42.0,Sales,22,2.0,3.0,Female,2,2,4,L,Y,H,Sales Executive,6244.0,2.0,No,17.0,1.0,L,10.0,Y,3.0,5.0,4.0,0.0,3.0,69
35872,37.0,Research and Development,13,3.0,3.0,Male,3,2,2,L,Y,L,Manufacturing Director,5768.0,3.0,No,17.0,1.0,L,9.0,N,2.0,4.0,3.0,0.0,2.0,19
35922,34.0,Research and Development,24,4.0,1.0,Female,3,2,2,H,Y,H,Research and Design Specialists,4809.0,1.0,No,14.0,3.0,L,16.0,Y,3.0,16.0,13.0,2.0,10.0,56
36203,52.0,Sales,15,4.0,3.0,Male,2,4,2,H,N,H,Manager,16856.0,5.0,No,11.0,1.0,L,34.0,Y,4.0,34.0,6.0,1.0,16.0,61
36271,34.0,Research and Development,4,4.0,3.0,Male,2,2,1,L,N,L,Research and Design Specialists,5747.0,6.0,Yes,15.0,2.0,H,16.0,N,3.0,15.0,10.0,6.0,11.0,32
36352,26.0,Sales,9,4.0,4.0,Male,2,2,2,L,N,L,Sales Executive,5828.0,1.0,Yes,12.0,2.0,L,8.0,N,3.0,8.0,7.0,7.0,4.0,48
36458,32.0,Sales,24,3.0,4.0,Male,3,2,2,H,N,H,Sales Executive,5396.0,8.0,No,12.0,4.0,L,10.0,Y,2.0,10.0,7.0,0.0,8.0,62
36629,50.0,Finance,17,4.0,1.0,Male,2,3,1,L,Y,H,Accountant,9029.0,4.0,Yes,19.0,2.0,L,9.0,Y,3.0,3.0,3.0,1.0,6.0,75
36834,22.0,Production,18,3.0,2.0,Female,3,1,3,H,N,H,Machinists,2871.0,1.0,No,15.0,3.0,H,1.0,Y,3.0,0.0,0.0,0.0,0.0,62
36870,47.0,Sales,7,4.0,4.0,Female,2,1,1,H,Y,H,Sales Representative,3294.0,5.0,Yes,18.0,1.0,L,3.0,Y,2.0,3.0,2.0,1.0,2.0,51
37227,31.0,Production,17,4.0,1.0,Female,2,3,2,L,N,L,Production Supervisors,5800.0,9.0,No,17.0,4.0,H,10.0,Y,2.0,4.0,6.0,3.0,7.0,30
37385,37.0,Research and Development,7,2.0,4.0,Male,4,1,2,L,N,L,Research and Design Specialists,4680.0,3.0,No,17.0,1.0,L,4.0,N,3.0,1.0,0.0,0.0,0.0,41
37402,58.0,Research and Development,7,4.0,4.0,Male,3,5,1,L,N,H,Research Director,19246.0,4.0,Yes,12.0,4.0,L,40.0,N,3.0,31.0,15.0,13.0,8.0,40
37573,40.0,Research and Development,23,3.0,3.0,Male,2,5,2,H,Y,H,Research Director,19626.0,6.0,No,14.0,1.0,L,21.0,Y,4.0,20.0,7.0,4.0,9.0,59
37689,46.0,Sales,7,1.0,1.0,Male,3,4,2,H,Y,H,Manager,17465.0,1.0,No,12.0,4.0,L,23.0,Y,3.0,12.0,9.0,4.0,9.0,60
37712,43.0,Finance,2,4.0,1.0,Female,3,3,3,L,N,H,Accountant,8016.0,3.0,No,17.0,1.0,H,7.0,N,3.0,2.0,4.0,3.0,7.0,29
37763,28.0,Sales,17,3.0,1.0,Male,3,1,1,L,N,L,Sales Representative,2909.0,1.0,No,15.0,4.0,L,5.0,N,4.0,3.0,2.0,1.0,2.0,27
37820,49.0,Research and Development,25,3.0,3.0,Female,3,1,2,L,Y,H,Research and Design Specialists,3580.0,4.0,No,16.0,2.0,L,7.0,Y,3.0,4.0,2.0,0.0,2.0,60
37895,53.0,Research and Development,5,5.0,3.0,Female,2,3,2,H,N,H,Manufacturing Director,10169.0,6.0,No,16.0,2.0,H,34.0,N,3.0,33.0,7.0,1.0,9.0,43
37984,44.0,Research and Development,10,4.0,4.0,Male,3,2,3,H,Y,H,Customercare Representative,6465.0,2.0,Yes,13.0,4.0,H,9.0,Y,4.0,4.0,2.0,1.0,3.0,84
38018,30.0,Human Resources,23,3.0,3.0,Male,3,2,4,H,N,H,Human Resources,6347.0,0.0,Yes,19.0,4.0,H,12.0,Y,1.0,11.0,9.0,4.0,7.0,65
38096,28.0,Production,15,3.0,3.0,Male,2,1,2,L,Y,L,Machinists,2028.0,5.0,Yes,14.0,2.0,L,6.0,N,3.0,4.0,2.0,0.0,3.0,30
